id,case_type,system,instruction,input,output,vertical,views,likes,comments,hours_since_publish,views_per_hour,retention_pct,sentimiento_positivo_pct,sentimiento_neutral_pct,sentimiento_negativo_pct,ocr_relevance_pct,cta_visible,composition_score,hook_type,tone,policy_risk,source_inspiration
73,ocr,"Eres un analista senior de marketing, contenido audiovisual y pauta digital. Responde siempre en español claro, profesional y accionable. No uses JSON. Usa secciones breves: Resumen, Hallazgos, Riesgos, Recomendaciones y Conclusión.","Genera una recomendación de marketing en español para decidir si este video debe pautarse, mejorarse o descartarse.","Analiza un video de YouTube para pauta. Vertical: servicio B2B. Título: campaña con enfoque demostración de producto. Descripción: contenido de tono informativo. Views: 42000. Likes: 2457. Comentarios: 1013. Horas desde publicación: 6. Views por hora: 7000.0. Retención: 72%. Sentimiento positivo: 58%. Sentimiento neutral: 36%. Sentimiento negativo: 6%. OCR text: 'Resultados visibles en 7 días'. Relevancia OCR: 48%. CTA visible: sí. Composición visual: 88/100. Riesgo de políticas: bajo. Transcripción: muestra el producto en uso y cierra con una invitación. Palabras frecuentes del público: calidad, precio, envío, atención.","### Resumen

El contenido para **servicio B2B** se considera **viable para una prueba de pauta**. El sentimiento dominante es **positivo**, con una composición de 88/100 y una retención de 72%.

### Hallazgos principales

- La tracción temprana es fuerte y puede justificar una prueba rápida de inversión.
- La retención es saludable y sugiere que el contenido logra sostener atención.
- El texto en pantalla aporta parcialmente, pero debería ser más directo y persistente.
- La composición visual es sólida: favorece atención, balance y lectura rápida.
- El CTA visible ayuda a cerrar la intención.
- El hook de tipo **demostración de producto** puede funcionar si comunica el beneficio en los primeros segundos.

### Riesgos

- Riesgo de políticas: **bajo**.
- Sentimiento negativo: 6%, lo que debe revisarse si supera el nivel esperado para la categoría.
- Si el mensaje principal no aparece rápido, la pieza puede perder rendimiento en móvil.

### Recomendaciones

- Reforzar el beneficio principal en el primer tercio del video.
- Mantener el CTA visible durante los segundos de mayor atención.
- Usar el texto en pantalla para resumir promesa, prueba o urgencia, no como elemento decorativo.
- Probar una variante con hook más directo y menor carga visual.
- Si se pauta, iniciar con presupuesto controlado y comparar retención, CTR y comentarios negativos.

### Conclusión

La pieza puede avanzar si se corrigen los puntos débiles detectados. La decisión final debe depender de si el objetivo es alcance, interacción o conversión directa.",servicio B2B,42000,2457,1013,6,7000.0,72,58,36,6,48,sí,88,demostración de producto,informativo,bajo,"Curado/sintético para SFT; inspirado en datasets públicos de prompts multilingües y texto social en español, no copia filas textuales."
74,composicion_visual,"Eres un analista senior de marketing, contenido audiovisual y pauta digital. Responde siempre en español claro, profesional y accionable. No uses JSON. Usa secciones breves: Resumen, Hallazgos, Riesgos, Recomendaciones y Conclusión.","Genera una recomendación de marketing en español para decidir si este video debe pautarse, mejorarse o descartarse.","Analiza un video de YouTube para pauta. Vertical: marca de belleza. Título: campaña con enfoque descuento limitado. Descripción: contenido de tono corporativo. Views: 78000. Likes: 3992. Comentarios: 1196. Horas desde publicación: 72. Views por hora: 1083.3. Retención: 72%. Sentimiento positivo: 58%. Sentimiento neutral: 36%. Sentimiento negativo: 6%. OCR text: ''. Relevancia OCR: 59%. CTA visible: sí. Composición visual: 73/100. Riesgo de políticas: medio. Transcripción: explica características, aunque falta una promesa más concreta. Palabras frecuentes del público: rápido, útil, recomendado, fácil.","### Resumen

El contenido para **marca de belleza** se considera **viable para una prueba de pauta**. El sentimiento dominante es **positivo**, con una composición de 73/100 y una retención de 72%.

### Hallazgos principales

- La tracción temprana es fuerte y puede justificar una prueba rápida de inversión.
- La retención es saludable y sugiere que el contenido logra sostener atención.
- El texto en pantalla aporta parcialmente, pero debería ser más directo y persistente.
- La composición es funcional, aunque todavía puede ordenarse mejor el foco visual.
- El CTA visible ayuda a cerrar la intención.
- El hook de tipo **descuento limitado** puede funcionar si comunica el beneficio en los primeros segundos.

### Riesgos

- Riesgo de políticas: **medio**.
- Sentimiento negativo: 6%, lo que debe revisarse si supera el nivel esperado para la categoría.
- Si el mensaje principal no aparece rápido, la pieza puede perder rendimiento en móvil.

### Recomendaciones

- Reforzar el beneficio principal en el primer tercio del video.
- Mantener el CTA visible durante los segundos de mayor atención.
- Usar el texto en pantalla para resumir promesa, prueba o urgencia, no como elemento decorativo.
- Probar una variante con hook más directo y menor carga visual.
- Si se pauta, iniciar con presupuesto controlado y comparar retención, CTR y comentarios negativos.

### Conclusión

La pieza puede avanzar si se corrigen los puntos débiles detectados. La decisión final debe depender de si el objetivo es alcance, interacción o conversión directa.",marca de belleza,78000,3992,1196,72,1083.3,72,58,36,6,59,sí,73,descuento limitado,corporativo,medio,"Curado/sintético para SFT; inspirado en datasets públicos de prompts multilingües y texto social en español, no copia filas textuales."
75,recomendacion_final,"Eres un analista senior de marketing, contenido audiovisual y pauta digital. Responde siempre en español claro, profesional y accionable. No uses JSON. Usa secciones breves: Resumen, Hallazgos, Riesgos, Recomendaciones y Conclusión.","Genera una recomendación de marketing en español para decidir si este video debe pautarse, mejorarse o descartarse.","Analiza un video de YouTube para pauta. Vertical: gimnasio. Título: campaña con enfoque demostración de producto. Descripción: contenido de tono informativo. Views: 250000. Likes: 13219. Comentarios: 4627. Horas desde publicación: 120. Views por hora: 2083.3. Retención: 61%. Sentimiento positivo: 46%. Sentimiento neutral: 36%. Sentimiento negativo: 18%. OCR text: 'Agenda tu cita ahora'. Relevancia OCR: 72%. CTA visible: sí. Composición visual: 58/100. Riesgo de políticas: alto. Transcripción: presenta un beneficio claro pero tarda en explicar la oferta. Palabras frecuentes del público: bonito, práctico, confianza, garantía.","### Resumen

El contenido para **gimnasio** se considera **no recomendable para pauta hasta corregir riesgos**. El sentimiento dominante es **positivo**, con una composición de 58/100 y una retención de 61%.

### Hallazgos principales

- La tracción temprana es fuerte y puede justificar una prueba rápida de inversión.
- La retención es saludable y sugiere que el contenido logra sostener atención.
- El texto en pantalla acompaña bien el mensaje y puede reforzar la conversión.
- La composición es funcional, aunque todavía puede ordenarse mejor el foco visual.
- El CTA visible ayuda a cerrar la intención.
- El hook de tipo **demostración de producto** puede funcionar si comunica el beneficio en los primeros segundos.

### Riesgos

- Riesgo de políticas: **alto**.
- Sentimiento negativo: 18%, lo que debe revisarse si supera el nivel esperado para la categoría.
- Si el mensaje principal no aparece rápido, la pieza puede perder rendimiento en móvil.

### Recomendaciones

- Reforzar el beneficio principal en el primer tercio del video.
- Mantener el CTA visible durante los segundos de mayor atención.
- Usar el texto en pantalla para resumir promesa, prueba o urgencia, no como elemento decorativo.
- Probar una variante con hook más directo y menor carga visual.
- Si se pauta, iniciar con presupuesto controlado y comparar retención, CTR y comentarios negativos.

### Conclusión

La pieza puede avanzar si se corrigen los puntos débiles detectados. La decisión final debe depender de si el objetivo es alcance, interacción o conversión directa.",gimnasio,250000,13219,4627,120,2083.3,61,46,36,18,72,sí,58,demostración de producto,informativo,alto,"Curado/sintético para SFT; inspirado en datasets públicos de prompts multilingües y texto social en español, no copia filas textuales."
76,guion,"Eres un analista senior de marketing, contenido audiovisual y pauta digital. Responde siempre en español claro, profesional y accionable. No uses JSON. Usa secciones breves: Resumen, Hallazgos, Riesgos, Recomendaciones y Conclusión.","Genera una recomendación de marketing en español para decidir si este video debe pautarse, mejorarse o descartarse.","Analiza un video de YouTube para pauta. Vertical: servicio B2B. Título: campaña con enfoque problema-solución. Descripción: contenido de tono urgente. Views: 78000. Likes: 7185. Comentarios: 1119. Horas desde publicación: 120. Views por hora: 650.0. Retención: 24%. Sentimiento positivo: 65%. Sentimiento neutral: 8%. Sentimiento negativo: 27%. OCR text: 'Agenda tu cita ahora'. Relevancia OCR: 37%. CTA visible: no. Composición visual: 66/100. Riesgo de políticas: medio. Transcripción: muestra el producto en uso y cierra con una invitación. Palabras frecuentes del público: interesante, dudas, información, tutorial.","### Resumen

El contenido para **servicio B2B** se considera **viable para una prueba de pauta**. El sentimiento dominante es **positivo**, con una composición de 66/100 y una retención de 24%.

### Hallazgos principales

- La tracción es aceptable, pero conviene validar con un presupuesto controlado.
- La retención es baja; el principal ajuste debe estar en los primeros segundos.
- La relevancia del texto en pantalla es baja; conviene usar copy visual más claro.
- La composición es funcional, aunque todavía puede ordenarse mejor el foco visual.
- La falta de CTA visible reduce claridad de acción.
- El hook de tipo **problema-solución** puede funcionar si comunica el beneficio en los primeros segundos.

### Riesgos

- Riesgo de políticas: **medio**.
- Sentimiento negativo: 27%, lo que debe revisarse si supera el nivel esperado para la categoría.
- Si el mensaje principal no aparece rápido, la pieza puede perder rendimiento en móvil.

### Recomendaciones

- Reforzar el beneficio principal en el primer tercio del video.
- Mantener el CTA visible durante los segundos de mayor atención.
- Usar el texto en pantalla para resumir promesa, prueba o urgencia, no como elemento decorativo.
- Probar una variante con hook más directo y menor carga visual.
- Si se pauta, iniciar con presupuesto controlado y comparar retención, CTR y comentarios negativos.

### Conclusión

La pieza puede avanzar si se corrigen los puntos débiles detectados. La decisión final debe depender de si el objetivo es alcance, interacción o conversión directa.",servicio B2B,78000,7185,1119,120,650.0,24,65,8,27,37,no,66,problema-solución,urgente,medio,"Curado/sintético para SFT; inspirado en datasets públicos de prompts multilingües y texto social en español, no copia filas textuales."
77,metricas,"Eres un analista senior de marketing, contenido audiovisual y pauta digital. Responde siempre en español claro, profesional y accionable. No uses JSON. Usa secciones breves: Resumen, Hallazgos, Riesgos, Recomendaciones y Conclusión.","Genera una recomendación de marketing en español para decidir si este video debe pautarse, mejorarse o descartarse.","Analiza un video de YouTube para pauta. Vertical: inmobiliaria. Título: campaña con enfoque beneficio inmediato. Descripción: contenido de tono emocional. Views: 8500. Likes: 657. Comentarios: 54. Horas desde publicación: 12. Views por hora: 708.3. Retención: 53%. Sentimiento positivo: 46%. Sentimiento neutral: 48%. Sentimiento negativo: 6%. OCR text: 'Compra hoy con descuento limitado'. Relevancia OCR: 59%. CTA visible: no. Composición visual: 88/100. Riesgo de políticas: medio. Transcripción: usa testimonio y prueba social para generar confianza. Palabras frecuentes del público: interesante, dudas, información, tutorial.","### Resumen

El contenido para **inmobiliaria** se considera **viable para una prueba de pauta**. El sentimiento dominante es **neutral**, con una composición de 88/100 y una retención de 53%.

### Hallazgos principales

- La tracción es aceptable, pero conviene validar con un presupuesto controlado.
- La retención es saludable y sugiere que el contenido logra sostener atención.
- El texto en pantalla aporta parcialmente, pero debería ser más directo y persistente.
- La composición visual es sólida: favorece atención, balance y lectura rápida.
- La falta de CTA visible reduce claridad de acción.
- El hook de tipo **beneficio inmediato** puede funcionar si comunica el beneficio en los primeros segundos.

### Riesgos

- Riesgo de políticas: **medio**.
- Sentimiento negativo: 6%, lo que debe revisarse si supera el nivel esperado para la categoría.
- Si el mensaje principal no aparece rápido, la pieza puede perder rendimiento en móvil.

### Recomendaciones

- Reforzar el beneficio principal en el primer tercio del video.
- Mantener el CTA visible durante los segundos de mayor atención.
- Usar el texto en pantalla para resumir promesa, prueba o urgencia, no como elemento decorativo.
- Probar una variante con hook más directo y menor carga visual.
- Si se pauta, iniciar con presupuesto controlado y comparar retención, CTR y comentarios negativos.

### Conclusión

La pieza puede avanzar si se corrigen los puntos débiles detectados. La decisión final debe depender de si el objetivo es alcance, interacción o conversión directa.",inmobiliaria,8500,657,54,12,708.3,53,46,48,6,59,no,88,beneficio inmediato,emocional,medio,"Curado/sintético para SFT; inspirado en datasets públicos de prompts multilingües y texto social en español, no copia filas textuales."
78,metricas,"Eres un analista senior de marketing, contenido audiovisual y pauta digital. Responde siempre en español claro, profesional y accionable. No uses JSON. Usa secciones breves: Resumen, Hallazgos, Riesgos, Recomendaciones y Conclusión.","Genera una recomendación de marketing en español para decidir si este video debe pautarse, mejorarse o descartarse.","Analiza un video de YouTube para pauta. Vertical: ONG. Título: campaña con enfoque historia personal. Descripción: contenido de tono informativo. Views: 42000. Likes: 745. Comentarios: 317. Horas desde publicación: 72. Views por hora: 583.3. Retención: 53%. Sentimiento positivo: 34%. Sentimiento neutral: 55%. Sentimiento negativo: 11%. OCR text: 'Compra hoy con descuento limitado'. Relevancia OCR: 12%. CTA visible: sí. Composición visual: 58/100. Riesgo de políticas: bajo. Transcripción: incluye un descuento pero el texto visual aparece muy rápido. Palabras frecuentes del público: calidad, precio, envío, atención.","### Resumen

El contenido para **ONG** se considera **viable con ajustes antes de escalar**. El sentimiento dominante es **neutral**, con una composición de 58/100 y una retención de 53%.

### Hallazgos principales

- La tracción es aceptable, pero conviene validar con un presupuesto controlado.
- La retención es saludable y sugiere que el contenido logra sostener atención.
- La relevancia del texto en pantalla es baja; conviene usar copy visual más claro.
- La composición es funcional, aunque todavía puede ordenarse mejor el foco visual.
- El CTA visible ayuda a cerrar la intención.
- El hook de tipo **historia personal** puede funcionar si comunica el beneficio en los primeros segundos.

### Riesgos

- Riesgo de políticas: **bajo**.
- Sentimiento negativo: 11%, lo que debe revisarse si supera el nivel esperado para la categoría.
- Si el mensaje principal no aparece rápido, la pieza puede perder rendimiento en móvil.

### Recomendaciones

- Reforzar el beneficio principal en el primer tercio del video.
- Mantener el CTA visible durante los segundos de mayor atención.
- Usar el texto en pantalla para resumir promesa, prueba o urgencia, no como elemento decorativo.
- Probar una variante con hook más directo y menor carga visual.
- Si se pauta, iniciar con presupuesto controlado y comparar retención, CTR y comentarios negativos.

### Conclusión

La pieza puede avanzar si se corrigen los puntos débiles detectados. La decisión final debe depender de si el objetivo es alcance, interacción o conversión directa.",ONG,42000,745,317,72,583.3,53,34,55,11,12,sí,58,historia personal,informativo,bajo,"Curado/sintético para SFT; inspirado en datasets públicos de prompts multilingües y texto social en español, no copia filas textuales."
79,sentimiento,"Eres un analista senior de marketing, contenido audiovisual y pauta digital. Responde siempre en español claro, profesional y accionable. No uses JSON. Usa secciones breves: Resumen, Hallazgos, Riesgos, Recomendaciones y Conclusión.","Genera una recomendación de marketing en español para decidir si este video debe pautarse, mejorarse o descartarse.","Analiza un video de YouTube para pauta. Vertical: agencia de viajes. Título: campaña con enfoque problema-solución. Descripción: contenido de tono emocional. Views: 15000. Likes: 761. Comentarios: 178. Horas desde publicación: 24. Views por hora: 625.0. Retención: 53%. Sentimiento positivo: 46%. Sentimiento neutral: 18%. Sentimiento negativo: 36%. OCR text: 'Compra hoy con descuento limitado'. Relevancia OCR: 72%. CTA visible: sí. Composición visual: 58/100. Riesgo de políticas: bajo. Transcripción: usa testimonio y prueba social para generar confianza. Palabras frecuentes del público: calidad, precio, envío, atención.","### Resumen

El contenido para **agencia de viajes** se considera **viable con ajustes antes de escalar**. El sentimiento dominante es **positivo**, con una composición de 58/100 y una retención de 53%.

### Hallazgos principales

- La tracción es aceptable, pero conviene validar con un presupuesto controlado.
- La retención es saludable y sugiere que el contenido logra sostener atención.
- El texto en pantalla acompaña bien el mensaje y puede reforzar la conversión.
- La composición es funcional, aunque todavía puede ordenarse mejor el foco visual.
- El CTA visible ayuda a cerrar la intención.
- El hook de tipo **problema-solución** puede funcionar si comunica el beneficio en los primeros segundos.

### Riesgos

- Riesgo de políticas: **bajo**.
- Sentimiento negativo: 36%, lo que debe revisarse si supera el nivel esperado para la categoría.
- Si el mensaje principal no aparece rápido, la pieza puede perder rendimiento en móvil.

### Recomendaciones

- Reforzar el beneficio principal en el primer tercio del video.
- Mantener el CTA visible durante los segundos de mayor atención.
- Usar el texto en pantalla para resumir promesa, prueba o urgencia, no como elemento decorativo.
- Probar una variante con hook más directo y menor carga visual.
- Si se pauta, iniciar con presupuesto controlado y comparar retención, CTR y comentarios negativos.

### Conclusión

La pieza puede avanzar si se corrigen los puntos débiles detectados. La decisión final debe depender de si el objetivo es alcance, interacción o conversión directa.",agencia de viajes,15000,761,178,24,625.0,53,46,18,36,72,sí,58,problema-solución,emocional,bajo,"Curado/sintético para SFT; inspirado en datasets públicos de prompts multilingües y texto social en español, no copia filas textuales."
80,ocr,"Eres un analista senior de marketing, contenido audiovisual y pauta digital. Responde siempre en español claro, profesional y accionable. No uses JSON. Usa secciones breves: Resumen, Hallazgos, Riesgos, Recomendaciones y Conclusión.","Genera una recomendación de marketing en español para decidir si este video debe pautarse, mejorarse o descartarse.","Analiza un video de YouTube para pauta. Vertical: app financiera. Título: campaña con enfoque tutorial rápido. Descripción: contenido de tono humorístico. Views: 125000. Likes: 7642. Comentarios: 1451. Horas desde publicación: 72. Views por hora: 1736.1. Retención: 38%. Sentimiento positivo: 22%. Sentimiento neutral: 60%. Sentimiento negativo: 18%. OCR text: 'Más de 500 clientes satisfechos'. Relevancia OCR: 59%. CTA visible: no. Composición visual: 88/100. Riesgo de políticas: bajo. Transcripción: usa testimonio y prueba social para generar confianza. Palabras frecuentes del público: calidad, precio, envío, atención.","### Resumen

El contenido para **app financiera** se considera **viable con ajustes antes de escalar**. El sentimiento dominante es **neutral**, con una composición de 88/100 y una retención de 38%.

### Hallazgos principales

- La tracción temprana es fuerte y puede justificar una prueba rápida de inversión.
- La retención es moderada; hay interés, pero el ritmo o el hook pueden reforzarse.
- El texto en pantalla aporta parcialmente, pero debería ser más directo y persistente.
- La composición visual es sólida: favorece atención, balance y lectura rápida.
- La falta de CTA visible reduce claridad de acción.
- El hook de tipo **tutorial rápido** puede funcionar si comunica el beneficio en los primeros segundos.

### Riesgos

- Riesgo de políticas: **bajo**.
- Sentimiento negativo: 18%, lo que debe revisarse si supera el nivel esperado para la categoría.
- Si el mensaje principal no aparece rápido, la pieza puede perder rendimiento en móvil.

### Recomendaciones

- Reforzar el beneficio principal en el primer tercio del video.
- Mantener el CTA visible durante los segundos de mayor atención.
- Usar el texto en pantalla para resumir promesa, prueba o urgencia, no como elemento decorativo.
- Probar una variante con hook más directo y menor carga visual.
- Si se pauta, iniciar con presupuesto controlado y comparar retención, CTR y comentarios negativos.

### Conclusión

La pieza puede avanzar si se corrigen los puntos débiles detectados. La decisión final debe depender de si el objetivo es alcance, interacción o conversión directa.",app financiera,125000,7642,1451,72,1736.1,38,22,60,18,59,no,88,tutorial rápido,humorístico,bajo,"Curado/sintético para SFT; inspirado en datasets públicos de prompts multilingües y texto social en español, no copia filas textuales."
81,guion,"Eres un analista senior de marketing, contenido audiovisual y pauta digital. Responde siempre en español claro, profesional y accionable. No uses JSON. Usa secciones breves: Resumen, Hallazgos, Riesgos, Recomendaciones y Conclusión.","Genera una recomendación de marketing en español para decidir si este video debe pautarse, mejorarse o descartarse.","Analiza un video de YouTube para pauta. Vertical: clínica dental. Título: campaña con enfoque demostración de producto. Descripción: contenido de tono humorístico. Views: 1200. Likes: 18. Comentarios: 9. Horas desde publicación: 48. Views por hora: 25.0. Retención: 31%. Sentimiento positivo: 46%. Sentimiento neutral: 36%. Sentimiento negativo: 18%. OCR text: 'Resultados visibles en 7 días'. Relevancia OCR: 37%. CTA visible: no. Composición visual: 88/100. Riesgo de políticas: bajo. Transcripción: usa una historia breve para mostrar el problema del usuario. Palabras frecuentes del público: bonito, práctico, confianza, garantía.","### Resumen

El contenido para **clínica dental** se considera **viable para una prueba de pauta**. El sentimiento dominante es **positivo**, con una composición de 88/100 y una retención de 31%.

### Hallazgos principales

- La tracción inicial es limitada; antes de pautar conviene mejorar el contenido o segmentación.
- La retención es moderada; hay interés, pero el ritmo o el hook pueden reforzarse.
- La relevancia del texto en pantalla es baja; conviene usar copy visual más claro.
- La composición visual es sólida: favorece atención, balance y lectura rápida.
- La falta de CTA visible reduce claridad de acción.
- El hook de tipo **demostración de producto** puede funcionar si comunica el beneficio en los primeros segundos.

### Riesgos

- Riesgo de políticas: **bajo**.
- Sentimiento negativo: 18%, lo que debe revisarse si supera el nivel esperado para la categoría.
- Si el mensaje principal no aparece rápido, la pieza puede perder rendimiento en móvil.

### Recomendaciones

- Reforzar el beneficio principal en el primer tercio del video.
- Mantener el CTA visible durante los segundos de mayor atención.
- Usar el texto en pantalla para resumir promesa, prueba o urgencia, no como elemento decorativo.
- Probar una variante con hook más directo y menor carga visual.
- Si se pauta, iniciar con presupuesto controlado y comparar retención, CTR y comentarios negativos.

### Conclusión

La pieza puede avanzar si se corrigen los puntos débiles detectados. La decisión final debe depender de si el objetivo es alcance, interacción o conversión directa.",clínica dental,1200,18,9,48,25.0,31,46,36,18,37,no,88,demostración de producto,humorístico,bajo,"Curado/sintético para SFT; inspirado en datasets públicos de prompts multilingües y texto social en español, no copia filas textuales."
82,composicion_visual,"Eres un analista senior de marketing, contenido audiovisual y pauta digital. Responde siempre en español claro, profesional y accionable. No uses JSON. Usa secciones breves: Resumen, Hallazgos, Riesgos, Recomendaciones y Conclusión.","Genera una recomendación de marketing en español para decidir si este video debe pautarse, mejorarse o descartarse.","Analiza un video de YouTube para pauta. Vertical: servicio B2B. Título: campaña con enfoque demostración de producto. Descripción: contenido de tono informativo. Views: 15000. Likes: 937. Comentarios: 315. Horas desde publicación: 120. Views por hora: 125.0. Retención: 24%. Sentimiento positivo: 74%. Sentimiento neutral: 20%. Sentimiento negativo: 6%. OCR text: 'Nueva colección disponible'. Relevancia OCR: 84%. CTA visible: no. Composición visual: 66/100. Riesgo de políticas: bajo. Transcripción: usa testimonio y prueba social para generar confianza. Palabras frecuentes del público: interesante, dudas, información, tutorial.","### Resumen

El contenido para **servicio B2B** se considera **viable para una prueba de pauta**. El sentimiento dominante es **positivo**, con una composición de 66/100 y una retención de 24%.

### Hallazgos principales

- La tracción inicial es limitada; antes de pautar conviene mejorar el contenido o segmentación.
- La retención es baja; el principal ajuste debe estar en los primeros segundos.
- El texto en pantalla acompaña bien el mensaje y puede reforzar la conversión.
- La composición es funcional, aunque todavía puede ordenarse mejor el foco visual.
- La falta de CTA visible reduce claridad de acción.
- El hook de tipo **demostración de producto** puede funcionar si comunica el beneficio en los primeros segundos.

### Riesgos

- Riesgo de políticas: **bajo**.
- Sentimiento negativo: 6%, lo que debe revisarse si supera el nivel esperado para la categoría.
- Si el mensaje principal no aparece rápido, la pieza puede perder rendimiento en móvil.

### Recomendaciones

- Reforzar el beneficio principal en el primer tercio del video.
- Mantener el CTA visible durante los segundos de mayor atención.
- Usar el texto en pantalla para resumir promesa, prueba o urgencia, no como elemento decorativo.
- Probar una variante con hook más directo y menor carga visual.
- Si se pauta, iniciar con presupuesto controlado y comparar retención, CTR y comentarios negativos.

### Conclusión

La pieza puede avanzar si se corrigen los puntos débiles detectados. La decisión final debe depender de si el objetivo es alcance, interacción o conversión directa.",servicio B2B,15000,937,315,120,125.0,24,74,20,6,84,no,66,demostración de producto,informativo,bajo,"Curado/sintético para SFT; inspirado en datasets públicos de prompts multilingües y texto social en español, no copia filas textuales."
83,recomendacion_final,"Eres un analista senior de marketing, contenido audiovisual y pauta digital. Responde siempre en español claro, profesional y accionable. No uses JSON. Usa secciones breves: Resumen, Hallazgos, Riesgos, Recomendaciones y Conclusión.","Genera una recomendación de marketing en español para decidir si este video debe pautarse, mejorarse o descartarse.","Analiza un video de YouTube para pauta. Vertical: servicio B2B. Título: campaña con enfoque descuento limitado. Descripción: contenido de tono emocional. Views: 125000. Likes: 5312. Comentarios: 1340. Horas desde publicación: 120. Views por hora: 1041.7. Retención: 31%. Sentimiento positivo: 58%. Sentimiento neutral: 24%. Sentimiento negativo: 18%. OCR text: 'Nueva colección disponible'. Relevancia OCR: 59%. CTA visible: no. Composición visual: 88/100. Riesgo de políticas: bajo. Transcripción: usa testimonio y prueba social para generar confianza. Palabras frecuentes del público: interesante, dudas, información, tutorial.","### Resumen

El contenido para **servicio B2B** se considera **viable para una prueba de pauta**. El sentimiento dominante es **positivo**, con una composición de 88/100 y una retención de 31%.

### Hallazgos principales

- La tracción temprana es fuerte y puede justificar una prueba rápida de inversión.
- La retención es moderada; hay interés, pero el ritmo o el hook pueden reforzarse.
- El texto en pantalla aporta parcialmente, pero debería ser más directo y persistente.
- La composición visual es sólida: favorece atención, balance y lectura rápida.
- La falta de CTA visible reduce claridad de acción.
- El hook de tipo **descuento limitado** puede funcionar si comunica el beneficio en los primeros segundos.

### Riesgos

- Riesgo de políticas: **bajo**.
- Sentimiento negativo: 18%, lo que debe revisarse si supera el nivel esperado para la categoría.
- Si el mensaje principal no aparece rápido, la pieza puede perder rendimiento en móvil.

### Recomendaciones

- Reforzar el beneficio principal en el primer tercio del video.
- Mantener el CTA visible durante los segundos de mayor atención.
- Usar el texto en pantalla para resumir promesa, prueba o urgencia, no como elemento decorativo.
- Probar una variante con hook más directo y menor carga visual.
- Si se pauta, iniciar con presupuesto controlado y comparar retención, CTR y comentarios negativos.

### Conclusión

La pieza puede avanzar si se corrigen los puntos débiles detectados. La decisión final debe depender de si el objetivo es alcance, interacción o conversión directa.",servicio B2B,125000,5312,1340,120,1041.7,31,58,24,18,59,no,88,descuento limitado,emocional,bajo,"Curado/sintético para SFT; inspirado en datasets públicos de prompts multilingües y texto social en español, no copia filas textuales."
84,sentimiento,"Eres un analista senior de marketing, contenido audiovisual y pauta digital. Responde siempre en español claro, profesional y accionable. No uses JSON. Usa secciones breves: Resumen, Hallazgos, Riesgos, Recomendaciones y Conclusión.","Genera una recomendación de marketing en español para decidir si este video debe pautarse, mejorarse o descartarse.","Analiza un video de YouTube para pauta. Vertical: clínica dental. Título: campaña con enfoque comparación. Descripción: contenido de tono urgente. Views: 42000. Likes: 3605. Comentarios: 265. Horas desde publicación: 24. Views por hora: 1750.0. Retención: 24%. Sentimiento positivo: 22%. Sentimiento neutral: 42%. Sentimiento negativo: 36%. OCR text: 'Agenda tu cita ahora'. Relevancia OCR: 72%. CTA visible: sí. Composición visual: 73/100. Riesgo de políticas: bajo. Transcripción: usa una historia breve para mostrar el problema del usuario. Palabras frecuentes del público: rápido, útil, recomendado, fácil.","### Resumen

El contenido para **clínica dental** se considera **viable con ajustes antes de escalar**. El sentimiento dominante es **neutral**, con una composición de 73/100 y una retención de 24%.

### Hallazgos principales

- La tracción temprana es fuerte y puede justificar una prueba rápida de inversión.
- La retención es baja; el principal ajuste debe estar en los primeros segundos.
- El texto en pantalla acompaña bien el mensaje y puede reforzar la conversión.
- La composición es funcional, aunque todavía puede ordenarse mejor el foco visual.
- El CTA visible ayuda a cerrar la intención.
- El hook de tipo **comparación** puede funcionar si comunica el beneficio en los primeros segundos.

### Riesgos

- Riesgo de políticas: **bajo**.
- Sentimiento negativo: 36%, lo que debe revisarse si supera el nivel esperado para la categoría.
- Si el mensaje principal no aparece rápido, la pieza puede perder rendimiento en móvil.

### Recomendaciones

- Reforzar el beneficio principal en el primer tercio del video.
- Mantener el CTA visible durante los segundos de mayor atención.
- Usar el texto en pantalla para resumir promesa, prueba o urgencia, no como elemento decorativo.
- Probar una variante con hook más directo y menor carga visual.
- Si se pauta, iniciar con presupuesto controlado y comparar retención, CTR y comentarios negativos.

### Conclusión

La pieza puede avanzar si se corrigen los puntos débiles detectados. La decisión final debe depender de si el objetivo es alcance, interacción o conversión directa.",clínica dental,42000,3605,265,24,1750.0,24,22,42,36,72,sí,73,comparación,urgente,bajo,"Curado/sintético para SFT; inspirado en datasets públicos de prompts multilingües y texto social en español, no copia filas textuales."
